###	Basic Uppercase
A	ARROW HANDLE PHRAATE COLUMBIA
Ế	BIẾN CHIẾN TẾ-XÃ THUYẾT CHẾ TIẾP KẾT TẾ
Ề	ĐỀN TRUYỀN CHIỀU QUYỀN LỀU TRUYỀN ĐỀU
Ể	CHUYỂN BIỂU ĐIỂM TUYỂN HIỂU THIỂU
Ễ	DỄ NHIỄM TIỄN RỄ NHIỄM NGUYỄN MIỄN
Ệ	NGHIỆP KIỆN BỆNH LIỆU NGHỆ THIỆU HỆ
Ỉ	CHỈNH XỈ TỈNH NGHỈ CHỈ TỈNH ĐỈNH TỈ
Ị	LỊCH ĐỊCH THỊT DỊCH NHỊP NGHỊ NHỊ TRỊ
Ọ	HỌC ĐỌC GIỌT TRỌNG BỌC NGỌC, GỌI NGỌT
Ỏ	KHỎI TỎ KHỎE NGỎ ĐỎ BỎNG LỎI VỎ
Ố	SỐNG ĐỐN ĐỐC TRỐNG KHỐC UỐNG ỐNG
Ồ	ĐỒNG GỒM NGUỒN RỒI ĐỒI TỒN LỒI CUỒNG
Ổ	ĐỔI TỔNG KHỔ NỔ CỔNG BUỔI KHỔ ĐUỔI
Ỗ	MỖI CHỖ RỖI CHUỖI MUỖI BỖNG NỖI TRỖI
Ộ	ĐỘNG MỘT NỘI BỘ ĐỘC MỘNG CỘT NGỘT
Ơ	HƯƠU NGƯƠI RAĐƠN RƯƠNG XƠ-UN THƠ
Ớ	ỚT ƯỚP NƯỚC NƯỚC GIỚI HÀNỘIMỚI TRƯỚC LƯỚT
Ờ	NGƯỜI ĐỜI GIỜ PHƯỜNG TRƯỜNG NGƯỜI MỜ
Ở	TƯỞNG NHỞ XƯỞNG SỞ CHỞ HƯỞNG LỞM RƯỞI
Ỡ	DỠ NGỠ DƯỠNG NGƯỠNG GỠ LƯỠNG LƯỠI RỠ
Ợ	ĐƯỢC TƯỢNG ĐỢI VỢ RƯỢU NGƯỢC CHỢT TRỢN
Ụ	DỤC DỤNG PHỤC NGỤT MỤC PHỤC TRỤ
Ủ	CỦA ĐỦ CHỦTÀI TỦ CHỦĐỘNG CHỦHƠN PHỦ
Ư	ƯỚC LƯƠNG GIƯỜNG HƯỚNG ĐƯỜNG THƯ
Ứ	ỨNG THỨC SỨ DỨT! CHỨA THỨC NỨT CHỨ
Ừ	TỪ NGỪNG DỪA BỪNG CHỪNG LỪNG NGỪA TRỪ
Ử	SỬ SỬA THỬA NỬA SỬNG CỬA TỬNG THỬ
Ữ	NỮ VỮNG TRỮ CHỮA NHỮNG NỮA GIỮA NGỮ
Ự	LỰC ĐỰNG VỰA CỰC TRỰC VỰC CỰU NGỰC NHỰA
Ỳ	KỲ QUỲNH LỲ HUỲNH THUỲ
Ỵ	TỴ QUỴ QUỴT LỴ KỴ THUỴ
Ỷ	KHUỶU TỶ HUỶ THUỶ KỶ UỶ
Ỹ	KỸ QUỸ MỸ QUỸ SỸ MỸ

/Obreveacute	G/Obreveacute N B/Obreveacute C N/Obreveacute NG Đ/Obreveacute NG KH/Obreveacute P S/Obreveacute P T/Obreveacute C
/Obrevegrave	NH/Obrevegrave M B/Obrevegrave NG R/Obrevegrave NG N/Obrevegrave M H/Obrevegrave NG
/Obrevehoi	CH/Obrevehoi NG KH/Obrevehoi NG TH/Obrevehoi NG D/Obrevehoi NG H/Obrevehoi N
/Obrevetilde	N/Obrevetilde NG S/Obrevetilde N G/Obrevetilde NG NH/Obrevetilde N

###	Uppercase Latin Additional Accents
Ḍ	ḌĀKINI ḌAMBARA ḌAYĀNĀKṢETRA ḌUMḌUBHA
Ḏ	ḎĀL ḎIMMĪ AḎḎANA ḎAYNA JURAḎ
Ḥ	ḤACQAŁ ḤUTZPAH MISHPOḤEH L’ḤAYIM ḤUTIK
Ṛ	ṚTKOS VṚKṢĀSANA MṚGHÚ WṚDHOM
Ṣ	ṢAA PAṢIPAARỌ ALAIMUṢINṢIN BOṢEWA
Ṭ	ṬAKVA ṬHAKKA ṬILLĀ AIṢṬIKA PṚṢṬHÁ ṢṬÍVATI
Ẓ	ẒĀʼ YAẒ
Ṅ	ṄA ṄAKĀRA
Ḻ	AḺA MAḺU
Ṉ	KAAṈKA TAAṈPA PUUṈI PAWUṈI WAYAṈU IṈI
Ṯ	PIṮI WAṮA TJIṈṮU
Ẁ	YẀH BENẀISG ẀAN ẀATT ẀALLET ẀANT ẀASP
Ẃ	GẂAG ẂYR ANSAẂDD
Ẅ	PENTÉẄYN ERGJẄ YSTWẄRL ẄMPTER ẄYRM
Ɲ	ƝEBILA ƝUGUN ƝANGINI
Ə	ƏMƏL ƏTRAFLI ƏVVƏLINƏ SƏHIFƏLƏRI VƏ

###	Lowercase Latin Vietnamese Accents
ạ	đạo mạc Phạm mạnh tạp hoạch lại ngoại
ả	ảnh khoảng Giải quảng cảnh đảo Phải quả
ấ	ấn nhất hấp đấu thấm giấy xuất thất đấu
ầ	trần gần Hầu đầu lần tuần Cần thầy
ẩ	ẩm đẩy chuẩn cẩn khẩu phẩm
ẫ	dẫn phẫu ngẫu mẫu vẫn quẫn bẫy
ậ	luật bật đậm trận thuận giập nhập
ắ	gắn Bắc nắng đắng khắp sắp tắc
ằ	nhằm bằng rằng nằm hằng
ẳ	chẳng khẳng thẳng dẳng hẳn
ẵ	nẵng sẵn gẵng nhẵn
ặ	đặt nặng mặt đặc gặt chặt ngoặt tặng
ẹ	đẹp nghệt hẹn kẹt bẹp kẹo nghẹn mẹ
ẻ	hẻm rẻ Nha-Kẻ lẻ khoẻ sẻ vẻ trẻ
ẽ	sẽ chẽ mẽ nghẽn Namsẽ lẽo nhẽ
ế	biến chiến tế-xã thuyết chế tiếp kết tế
ề	đền truyền chiều quyền lều truyền đều
ể	chuyển biểu điểm tuyển hiểu thiểu
ễ	dễ nhiễm tiễn rễ nhiễm Nguyễn miễn
ệ	nghiệp kiện bệnh liệu nghệ thiệu hệ
ỉ	chỉnh xỉ tỉnh nghỉ chỉ tỉnh đỉnh tỉ
ị	lịch địch thịt dịch nhịp nghị nhị trị
ọ	học đọc giọt Trọng bọc Ngọc, gọi ngọt
ỏ	khỏi tỏ khỏe ngỏ đỏ bỏng lỏi vỏ
ố	sống đốn đốc trống khốc uống ống
ồ	đồng gồm nguồn rồi đồi tồn lồi cuồng
ổ	đổi tổng khổ nổ cổng buổi khổ đuổi
ỗ	mỗi chỗ rỗi chuỗi muỗi bỗng nỗi trỗi
ộ	động một nội bộ độc mộng cột ngột
ơ	hươu ngươi rađơn rương xơ-un thơ
ớ	ớt ướp nước nước giới Hànộimới trước lướt
ờ	người đời giờ phường trường người mờ
ở	tưởng nhở xưởng sở chở hưởng lởm rưởi
ỡ	dỡ ngỡ dưỡng ngưỡng gỡ lưỡng lưỡi rỡ
ợ	được tượng đợi vợ rượu ngược chợt trợn
ụ	dục dụng phục ngụt mục phục trụ
ủ	của đủ chủTài tủ chủĐộng chủHơn phủ
ư	ước lương giường hướng đường thư
ứ	ứng thức sứ dứt! chứa thức nứt chứ
ừ	từ ngừng dừa bừng chừng lừng ngừa trừ
ử	sử sửa thửa nửa sửng cửa tửng thử
ữ	nữ vững trữ chữa những nữa giữa ngữ
ự	lực đựng vựa cực trực vực Cựu ngực nhựa
ỳ	kỳ quỳnh lỳ huỳnh thuỳ
ỵ	tỵ quỵ quỵt lỵ kỵ thuỵ
ỷ	khuỷu tỷ huỷ thuỷ kỷ uỷ
ỹ	kỹ quỹ mỹ quỹ sỹ mỹ

/obreveacute	g/obreveacute n B/obreveacute c n/obreveacute ng đ/obreveacute ng kh/obreveacute p s/obreveacute p t/obreveacute c
/obrevegrave	nh/obrevegrave m b/obrevegrave ng r/obrevegrave ng n/obrevegrave m h/obrevegrave ng
/obrevehoi	ch/obrevehoi ng kh/obrevehoi ng th/obrevehoi ng d/obrevehoi ng h/obrevehoi n
/obrevetilde	n/obrevetilde ng s/obrevetilde n g/obrevetilde ng nh/obrevetilde n


###	Lowercase Latin Additional Accents
ḍ	ḍākini ḍambara ḍayānākṣetra ḍumḍubha
ḏ	ḏāl ḏimmī aḏḏana ḏayna juraḏ
ḥ	ḥacqał ḥutzpah mishpoḥeh L’ḥayim ḥutik
ṛ	ṛtkos vṛkṣāsana mṛghú wṛdhom
ṣ	ṣaa paṣipaarọ alaimuṣinṣin boṣewa
ṭ	ṭakva ṭhakka ṭillā aiṣṭika pṛṣṭhá ṣṭiv ṣṭívati
ẓ	ẓāʼ yaẓ
ṅ	ṅa ṅakāra
ḻ	aḻa maḻu
ṉ	kaaṉka taaṉpa puuṉi pawuṉi wayaṉu iṉi
ṯ	piṯi waṯa tjiṉṯu
ẁ	yẁh benẁisg ẁan ẁatt ẁallet ẁant ẁasp
ẃ	gẃag ẃyr ansaẃdd
ẅ	pentéẅyn ergjẅ ystwẅrl ẅmpter ẅyrm
ɲ	ɲebila ɲugun ɲangini
ə	əməl ətraflı əvvəlinə səhifələri və
ȷ	pretty sure this isn't used by any languaȷe

###	Icons
☛	☛ Here that's right ☛ Look there ☛
☚	☚ There yea ☚ look to the left ☚
🤙	🤙 Groovy, dude 🤙 Far out! 🤙
→	→ Rightward → caption east →
↑	↑ North caption ↑ upward ↑
↓	↓ Down ↓ caption southern ↓
←	← West caption ← to the left ←
↖	↖ Northwest ↖ over there ↖
↗	↗ eastwest direction ↗ move ↗
↘	↘ Downright ↘ cheat code ↘
↙	↙ Mortal ↙ Kombat is hard ↙
▶	▶ Right pointing pizza ▶
▲	▲ Dunce cap for clowns up top ▲
▼	▼ Down there is a cat nose ▼
◀	◀ Left pointing slice of cheese ◀
⌃	⌃ Up scroll arrow thingy ⌃
⌄	⌄ Down arrow thingy scrolling ⌄
♥	♥ Hearts are cool ♥ Right?
●	● Circles are also pretty cool ●
★	★ It's a star ★ good for filling space
✶	✶ This star is all over ✶ chicago ✶ ✶ ✶ ✶
✴	✴ I don't know ✴ Maybe you need a blob
☐	☐ Didn't vote. We're all doomed.
☑	☑ Voted! Hooray for democracy.

###	Ligatures
ﬀ	fffound offset snuff caffeine feedstuff
	final unfit kufi
fj	fjord ufj fjeld fjord fjordlike fjell
	flower rifles
fb	huffback surfboarding beefburger scruffbucket
fh	wolfhounds boofheads
fk	wolfkin schafkopf
	fffound grifffest
ﬃ	coffin afficionado griffinship
ffj	cliffjumper riffjam
ﬄ	scofflaw waffles affluence shiffle-shuffle
ffb	huffback scruffbucket
ffh	offhand cliffhanging
ffk offkey puffkin tscheffkinite
fffi offfield

###	Subscripts
₁	H₁ Science Ga(C₁₂H₃O₁)₁₀ Beaker Th(CO₁)₃
₂	H₂ Cat C₁₃H₁₂F₂N₂O Tubes Zn(C₂H₁₂O₂)₂
₃	H₃ Drug F₃NO₁₃S Bunson Na₃NbO₃ · 7H₃O
₄	H₄ Eat FeBr₄ · 6H₄O Burner Rb₄SO₄
₅	H₅ Word Co₅(Fe(CN)₅)₅ Math P₅Se₅ Lab
₆	H₆ Study Hg(BrO₆)₆ · 2H₆O Experiment
₇	H₇ Flavour K₇C₁₇H₇O₁₇ Result Sn(VO₇)₇
₈	H₈ Mutant Li₈TeO₈ O₈F₈ Cancer RbIO₈
₉	H₉ New (NH₉)H₉AsO₉ Research SnBr₉Cl₉
₀	H₁₀ Chemical SO₁₀P₁₀OH− Fine Sr(NbO₂₀)₁₀

###	Precomposed Fractions
½	Use ½ cup sauce 2 ½
↉	Pitched 5 ↉ innings 1↉
⅓	Use ⅓ lbs sausage 10⅓
⅔	Clean 15 ⅔ green walnuts ⅔
¼	Heat ¼ tsp olive oil 24 ¼
¾	Cut ¾ stalk 12 ¾
⅕	Finance 100 ⅕ return
⅖	Fractions 23 ⅖ are precise
⅗	Interest 2 ⅗ percent yield
⅘	Count 1 ⅘ points	
⅙	Dentitst agree 2 ⅙ teeth
⅚	Reach 1 ⅚ things	
⅐	Making 10 ⅐ texts
⅛	Chop ⅛ carrot
⅜	Measure 10 ⅜ inches	
⅝	Cut 3 ⅝" board	
⅞	Erasing 9 ⅞" rubber
⅑	Who needs ⅑ set?	
⅒	Is this 10 ⅒ metric
⅟	What's ⅟ used for anyway?	
⁄	arbitrary fractions use this ⁄
